date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
11/01/2021,ARKF,"FACEBOOK INC-CLASS A",FB,30303M102,"204,633","$66,213,099.81",1.94%
11/01/2021,ARKF,"INTUIT INC",INTU,461202103,"101,510","$63,544,244.90",1.86%
11/01/2021,ARKF,"STONECO LTD-A",STNE,G85158106,"1,772,973","$60,032,865.78",1.76%
11/01/2021,ARKF,"DISCOVERY LTD",DSY,6177878,"6,520,385","$59,731,422.13",1.75%
11/01/2021,ARKF,"PINDUODUO INC-ADR",PDD,722304102,"640,712","$56,972,111.04",1.67%
11/01/2021,ARKF,"BILL.COM HOLDINGS INC",BILL,090043100,"192,384","$56,620,535.04",1.66%
11/01/2021,ARKF,"Z HOLDINGS CORP",4689,6084848,"8,373,485","$51,868,220.31",1.52%
11/01/2021,ARKF,"PALANTIR TECHNOLOGIES INC-A",PLTR,69608A108,"1,729,832","$44,768,052.16",1.31%
11/01/2021,ARKF,"TENCENT HOLDINGS LTD-UNS ADR",TCEHY,88032Q109,"712,772","$43,329,409.88",1.27%
11/01/2021,ARKF,"FARFETCH LTD-CLASS A",FTCH,30744W107,"1,074,937","$42,148,279.77",1.23%
11/01/2021,ARKF,"AMAZON.COM INC",AMZN,023135106,"10,512","$35,450,984.16",1.04%
11/01/2021,ARKF,"SNAP INC - A",SNAP,83304A106,"641,161","$33,712,245.38",0.99%
11/01/2021,ARKF,"JSC KASPI.KZ GDR-REG S",KSPI,BMXZ8G7,"219,631","$31,846,495.00",0.93%
11/01/2021,ARKF,"PINTEREST INC- CLASS A",PINS,72352L106,"581,764","$25,969,944.96",0.76%
11/01/2021,ARKF,"PAGSEGURO DIGITAL LTD-CL A",PAGS,G68707101,"443,069","$16,039,097.80",0.47%
11/01/2021,ARKF,"DREYFUS GOVT CASH MAN INS",,X9USDDGCM,"4,485,250","$4,485,250.11",0.13%
11/01/2021,ARKF,"TOAST INC-CLASS A",TOST,888787108,"71,669","$3,814,224.18",0.11%
11/01/2021,ARKF,"SOUTH AFRICAN RAND",,ZAR,137,$8.95,0.00%
"The principal risks of investing in ARK ETFs include equity, market, management and non-diversification risks, as well as fluctuations in market value and net asset value ('NAV'). Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ETF before investing. This and other information are contained in each ETF's prospectus, which may be obtained by contacting the ETF's transfer agent The Bank of New York Mellon or by clicking here. Please read the prospectus carefully before you invest. The market price of ETF shares may differ significantly from their NAV during periods of market volatility. ETF shares may only be redeemed directly with the ETF at NAV by Authorized Participants, in very large creation units. Holdings are subject to change without notice and are not a recommendation to buy or sell any security. There can be no guarantee that an active trading market for ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Copyright 2021, ARK Investment Management LLC. All content is original and has been researched and produced by ARK Investment Management LLC unless otherwise stated. No part of this content may be reproduced in any form, or referred to in any other publication, without the express written permission of ARK Investment Management LLC. All statements made regarding companies, securities or other financial information on this site or any sites or articles relating to ARK Investment Management LLC are strictly beliefs and points of view held by ARK Investment Management and are subject to change without notice. Information contained herein has been obtained from sources believed to be reliable, but not guaranteed. This material has been distributed for informational purposes only and should not be considered as investment advice or a recommendation of any particular security, strategy or investment product."
